DAUID,raw_poi_count,weighted_poi_index,geometry
10010165,2,1.37813259502545,NA
10010166,2,1.286575496456374,NA
10010167,0,0,NA
10010168,0,0,NA
10010169,0,0,NA
10010170,0,0,NA
10010171,0,0,NA
10010172,0,0,NA
10010173,0,0,NA
10010174,0,0,NA
10010175,0,0,NA
10010176,0,0,NA
10010180,0,0,NA
10010181,0,0,NA
10010182,0,0,NA
10010187,0,0,NA
10010191,0,0,NA
10010192,0,0,NA
10010193,0,0,NA
10010194,0,0,NA
10010195,1,2.817390580298719,NA
10010196,1,3.629682692284134,NA
10010198,1,2.8487438293331,NA
10010199,1,2.009304709335415,NA
10010200,1,1.825463434794853,NA
10010201,1,1.354593607918517,NA
10010202,0,0,NA
10010203,0,0,NA
10010204,0,0,NA
10010206,0,0,NA
10010207,0,0,NA
10010208,0,0,NA
10010209,0,0,NA
10010210,0,0,NA
10010211,1,1.7184714158226,NA
10010212,1,1.394894728509424,NA
10010213,1,2.168887742034707,NA
10010214,1,1.322209225198573,NA
10010215,1,1.330141050900903,NA
10010216,0,0,NA
10010217,0,0,NA
10010218,0,0,NA
10010219,0,0,NA
10010220,0,0,NA
10010221,0,0,NA
10010222,0,0,NA
10010223,0,0,NA
10010224,0,0,NA
10010225,0,0,NA
10010226,0,0,NA
10010227,3,1.909878242885567,NA
10010228,5,2.602279362205783,NA
10010229,2,1.368105459004936,NA
10010230,5,2.947166033944742,NA
10010231,2,1.288747483556077,NA
10010232,0,0,NA
10010233,0,0,NA
10010234,0,0,NA
10010235,0,0,NA
10010236,0,0,NA
10010237,0,0,NA
10010238,0,0,NA
10010239,0,0,NA
10010240,0,0,NA
10010241,0,0,NA
10010242,0,0,NA
10010243,0,0,NA
10010244,0,0,NA
10010245,0,0,NA
10010246,0,0,NA
10010247,0,0,NA
10010248,0,0,NA
10010249,0,0,NA
10010250,0,0,NA
10010251,0,0,NA
10010252,0,0,NA
10010253,0,0,NA
10010254,1,0.9051782149877416,NA
10010255,1,0.5606091634945921,NA
10010256,3,3.125761497910085,NA
10010257,2,2.624004655109936,NA
10010258,7,5.703759004615995,NA
10010259,4,4.974588967269227,NA
10010260,2,5.082004407508731,NA
10010261,3,4.316554744586713,NA
10010262,3,3.065316704678555,NA
10010263,3,3.283254319360066,NA
10010264,1,1.511630194258691,NA
10010265,1,2.426148642461033,NA
10010266,1,2.519637629226727,NA
10010267,1,2.38187667142691,NA
10010268,1,1.892135084743901,NA
10010269,4,5.280475046700936,NA
10010270,5,7.202317607128724,NA
10010271,0,0,NA
10010272,2,2.417126923075612,NA
10010273,1,1.426396667029999,NA
10010276,3,5.00094231878935,NA
10010277,2,5.360480575991047,NA
10010278,2,3.867070925518418,NA
10010279,4,4.25522938034937,NA
10010280,2,4.061963064810469,NA
10010281,2,4.895638569271187,NA
10010282,2,4.298515205639584,NA
10010283,4,7.810932317378415,NA
10010284,6,6.237631231930886,NA
10010285,4,5.317536412809195,NA
10010286,6,6.198579773640359,NA
10010290,34,48.74121007264769,NA
10010294,30,34.11886611263098,NA
10010295,31,47.76166155309297,NA
10010296,32,48.16918274942066,NA
10010297,30,30.09398090516035,NA
10010298,30,32.64872544100655,NA
10010299,29,31.31263162353675,NA
10010300,14,12.62659638406489,NA
10010301,9,6.872350970132319,NA
10010302,3,1.720297190183879,NA
10010303,2,1.15308678981548,NA
10010304,0,0,NA
10010305,0,0,NA
10010306,0,0,NA
10010307,0,0,NA
10010308,11,9.998490430985798,NA
10010309,16,14.06437914303335,NA
10010310,9,7.410843477214892,NA
10010334,0,0,NA
10010337,0,0,NA
10010338,1,0.7148974852325771,NA
10010339,1,1.214861477413419,NA
10010340,1,0.8838115238160444,NA
10010341,1,0.8672023211903431,NA
10010342,2,2.094407537665665,NA
10010343,1,1.369762135224485,NA
10010344,0,0,NA
10010345,0,0,NA
10010346,1,0.6165668041675526,NA
10010348,0,0,NA
10010356,3,2.982266758621894,NA
10010357,1,0.9592029655614185,NA
10010457,0,0,NA
10010458,0,0,NA
10010459,0,0,NA
10010460,0,0,NA
10010461,0,0,NA
10010482,31,32.40876225777645,NA
10010484,0,0,NA
10010485,3,4.312986090773649,NA
10010486,7,4.33830692726015,NA
10010488,0,0,NA
10010489,0,0,NA
10010490,0,0,NA
10010491,0,0,NA
10010492,0,0,NA
10010493,0,0,NA
10010494,0,0,NA
10010495,0,0,NA
10010496,0,0,NA
10010497,0,0,NA
10010498,0,0,NA
10010499,0,0,NA
10010500,0,0,NA
10010501,0,0,NA
10010502,0,0,NA
10010503,0,0,NA
10010504,0,0,NA
10010505,0,0,NA
10010506,0,0,NA
10010507,0,0,NA
10010508,0,0,NA
10010509,0,0,NA
10010510,0,0,NA
10010511,0,0,NA
10010512,0,0,NA
10010513,0,0,NA
10010514,0,0,NA
10010515,0,0,NA
10010516,0,0,NA
10010517,0,0,NA
10010518,0,0,NA
10010519,0,0,NA
10010520,0,0,NA
10010521,1,0.6416620541384653,NA
10010522,1,1.317684373667422,NA
10010523,0,0,NA
10010524,1,0.6084593701222146,NA
10010525,2,1.633235876881186,NA
10010526,0,0,NA
10010527,0,0,NA
10010528,0,0,NA
10010529,0,0,NA
10010530,0,0,NA
10010531,0,0,NA
10010532,0,0,NA
10010533,0,0,NA
10010534,0,0,NA
10010535,0,0,NA
10010536,0,0,NA
10010537,0,0,NA
10010538,0,0,NA
10010539,0,0,NA
10010540,0,0,NA
10010541,0,0,NA
10010542,0,0,NA
10010543,0,0,NA
10010544,0,0,NA
10010545,0,0,NA
10010546,0,0,NA
10010547,0,0,NA
10010548,0,0,NA
10010549,0,0,NA
10010550,0,0,NA
10010551,0,0,NA
10010552,4,7.314251374321795,NA
10010553,0,0,NA
10010554,0,0,NA
10010555,0,0,NA
10010556,0,0,NA
10010557,0,0,NA
10010558,0,0,NA
10010559,0,0,NA
10010560,0,0,NA
10010561,0,0,NA
10010562,0,0,NA
10010563,0,0,NA
10010564,0,0,NA
10010565,0,0,NA
10010566,1,0.6526493464428614,NA
10010567,0,0,NA
10010568,0,0,NA
10010569,0,0,NA
10010570,0,0,NA
10010571,0,0,NA
10010572,0,0,NA
10010573,0,0,NA
10010574,0,0,NA
10010575,0,0,NA
10010576,0,0,NA
10010577,1,0.3069776007723724,NA
10010578,1,0.6861534446607981,NA
10010579,0,0,NA
10010580,0,0,NA
10010581,0,0,NA
10010582,0,0,NA
10010583,0,0,NA
10010584,0,0,NA
10010585,0,0,NA
10010586,0,0,NA
10010587,0,0,NA
10010588,0,0,NA
10010589,0,0,NA
10010590,0,0,NA
10010591,0,0,NA
10010592,0,0,NA
10010593,0,0,NA
10010594,0,0,NA
10010595,0,0,NA
10010596,0,0,NA
10010597,0,0,NA
10010598,0,0,NA
10010599,0,0,NA
10010600,0,0,NA
10010601,0,0,NA
10010602,0,0,NA
10010603,0,0,NA
10010604,0,0,NA
10010605,0,0,NA
10010606,0,0,NA
10010607,0,0,NA
10010608,0,0,NA
10010609,0,0,NA
10010610,0,0,NA
10010611,0,0,NA
10010614,0,0,NA
10010615,0,0,NA
10010616,0,0,NA
10010617,0,0,NA
10010618,0,0,NA
10010619,0,0,NA
10010620,0,0,NA
10010621,0,0,NA
10010622,0,0,NA
10010623,0,0,NA
10010624,0,0,NA
10010625,0,0,NA
10010626,0,0,NA
10010627,0,0,NA
10010628,0,0,NA
10010629,0,0,NA
10010630,0,0,NA
10010631,0,0,NA
10010632,0,0,NA
10010633,0,0,NA
10010634,0,0,NA
10010635,0,0,NA
10010636,0,0,NA
10010637,0,0,NA
10010638,0,0,NA
10010639,0,0,NA
10010640,0,0,NA
10010641,0,0,NA
10010642,0,0,NA
10010643,2,1.311792208532637,NA
10010644,2,1.551088749337318,NA
10010645,2,2.555080186294066,NA
10010646,2,3.215417753892716,NA
10010647,2,1.167357891723444,NA
10010648,2,1.695507011490811,NA
10010649,0,0,NA
10010650,0,0,NA
10010651,0,0,NA
10010652,0,0,NA
10010653,0,0,NA
10010654,0,0,NA
10010655,0,0,NA
10010656,0,0,NA
10010657,0,0,NA
10010658,0,0,NA
10010659,0,0,NA
10010660,0,0,NA
10010661,0,0,NA
10010662,0,0,NA
10010663,0,0,NA
10010664,0,0,NA
10010666,0,0,NA
10010667,0,0,NA
10010668,0,0,NA
10010669,0,0,NA
10010670,0,0,NA
10010671,0,0,NA
10010672,0,0,NA
10010673,0,0,NA
10010674,0,0,NA
10010675,0,0,NA
10010676,0,0,NA
10010677,0,0,NA
10010678,0,0,NA
10010679,0,0,NA
10010680,0,0,NA
10010681,0,0,NA
10010682,0,0,NA
10010683,0,0,NA
10010684,0,0,NA
10010685,0,0,NA
10010686,0,0,NA
10010687,0,0,NA
10010688,0,0,NA
10010689,0,0,NA
10010690,0,0,NA
10010691,0,0,NA
10010692,0,0,NA
10010693,0,0,NA
10010694,0,0,NA
10010695,2,2.65389224341015,NA
10010696,2,2.303208933312949,NA
10010697,0,0,NA
10010698,0,0,NA
10010699,0,0,NA
10010700,0,0,NA
10010701,0,0,NA
10010702,0,0,NA
10010703,0,0,NA
10010704,0,0,NA
10010705,1,1.187908738218014,NA
10010706,0,0,NA
10010707,0,0,NA
10010708,0,0,NA
10010709,0,0,NA
10010710,0,0,NA
10010711,0,0,NA
10010712,0,0,NA
10010713,0,0,NA
10010714,0,0,NA
10010715,0,0,NA
10010716,0,0,NA
10010717,0,0,NA
10010718,0,0,NA
10010719,0,0,NA
10010720,0,0,NA
10010721,0,0,NA
10010722,0,0,NA
10010723,0,0,NA
10010724,0,0,NA
10010725,0,0,NA
10010726,0,0,NA
10010727,0,0,NA
10010728,0,0,NA
10010729,0,0,NA
10010730,0,0,NA
10010731,0,0,NA
10010732,0,0,NA
10010733,0,0,NA
10010734,0,0,NA
10010735,0,0,NA
10010736,0,0,NA
10010737,0,0,NA
10010738,0,0,NA
10010739,0,0,NA
10010740,0,0,NA
10010741,0,0,NA
10010742,0,0,NA
10010743,0,0,NA
10010744,0,0,NA
10010745,0,0,NA
10010746,0,0,NA
10010747,0,0,NA
10010748,0,0,NA
10010749,0,0,NA
10010750,0,0,NA
10010751,0,0,NA
10010752,0,0,NA
10010753,0,0,NA
10010754,0,0,NA
10010755,0,0,NA
10010756,11,12.04527649984127,NA
10010757,9,10.47895337774888,NA
10010758,8,8.649257884429227,NA
10010759,5,4.276478993028441,NA
10010760,1,0.277044518686911,NA
10010761,0,0,NA
10010762,0,0,NA
10010763,0,0,NA
10010764,0,0,NA
10010765,0,0,NA
10010766,0,0,NA
10010767,0,0,NA
10010768,0,0,NA
10010769,0,0,NA
10010770,1,1.80843620630925,NA
10010771,0,0,NA
10010772,0,0,NA
10010773,0,0,NA
10010774,5,6.618693210955398,NA
10010775,5,7.137681267901629,NA
10010776,1,0.778912253966034,NA
10010777,0,0,NA
10010778,12,14.39817570430644,NA
10010779,0,0,NA
10010780,11,14.38235699854792,NA
10010781,0,0,NA
10010782,3,2.799410108120775,NA
10010783,3,2.965751095715352,NA
10010784,1,2.082105434617531,NA
10010785,4,4.323563408827701,NA
10010786,0,0,NA
10010787,0,0,NA
10010788,0,0,NA
10010789,0,0,NA
10010790,0,0,NA
10010791,0,0,NA
10010792,0,0,NA
10010793,0,0,NA
10010794,0,0,NA
10010795,0,0,NA
10010796,1,0.79638403377281,NA
10010797,0,0,NA
10010798,0,0,NA
10010799,0,0,NA
10010800,0,0,NA
10010801,0,0,NA
10010802,0,0,NA
10010803,0,0,NA
10010804,0,0,NA
10010805,0,0,NA
10010806,0,0,NA
10010807,0,0,NA
10010808,0,0,NA
10010809,0,0,NA
10010810,0,0,NA
10010811,0,0,NA
10010812,0,0,NA
10010813,0,0,NA
10010814,0,0,NA
10010815,0,0,NA
10010817,0,0,NA
10010818,0,0,NA
10010820,0,0,NA
10010821,0,0,NA
10010822,0,0,NA
10010823,0,0,NA
10010824,0,0,NA
10010825,0,0,NA
10010826,0,0,NA
10010827,0,0,NA
10020079,0,0,NA
10020080,0,0,NA
10020081,0,0,NA
10020082,0,0,NA
10020083,0,0,NA
10020084,0,0,NA
10020085,0,0,NA
10020086,0,0,NA
10020087,0,0,NA
10020088,0,0,NA
10020089,0,0,NA
10020090,0,0,NA
10020091,0,0,NA
10020092,0,0,NA
10020093,0,0,NA
10020094,0,0,NA
10020095,0,0,NA
10020096,0,0,NA
10020097,0,0,NA
10020098,0,0,NA
10020099,0,0,NA
10020100,0,0,NA
10020101,0,0,NA
10020102,0,0,NA
10020103,0,0,NA
10020104,0,0,NA
10020105,0,0,NA
10020106,0,0,NA
10020107,0,0,NA
10020108,0,0,NA
10020109,0,0,NA
10020110,0,0,NA
10020111,0,0,NA
10020112,0,0,NA
10020113,0,0,NA
10020114,0,0,NA
10020115,0,0,NA
10020116,0,0,NA
10020117,0,0,NA
10020118,0,0,NA
10020119,0,0,NA
10020120,0,0,NA
10020121,0,0,NA
10020122,0,0,NA
10020123,0,0,NA
10020124,0,0,NA
10020125,0,0,NA
10020126,0,0,NA
10020127,0,0,NA
10020128,0,0,NA
10020129,0,0,NA
10020130,0,0,NA
10020131,0,0,NA
10020132,0,0,NA
10020133,0,0,NA
10020134,0,0,NA
10020135,0,0,NA
10020136,0,0,NA
10020137,0,0,NA
10030056,0,0,NA
10030057,0,0,NA
10030058,0,0,NA
10030059,0,0,NA
10030060,0,0,NA
10030061,0,0,NA
10030062,0,0,NA
10030063,0,0,NA
10030064,0,0,NA
10030065,0,0,NA
10030066,0,0,NA
10030067,0,0,NA
10030068,0,0,NA
10030069,0,0,NA
10030070,0,0,NA
10030071,0,0,NA
10030072,0,0,NA
10030073,0,0,NA
10030074,0,0,NA
10030075,0,0,NA
10030076,0,0,NA
10030077,0,0,NA
10030078,0,0,NA
10030079,0,0,NA
10030080,0,0,NA
10030081,0,0,NA
10030082,0,0,NA
10030083,0,0,NA
10030084,0,0,NA
10030085,4,5.608839595937176,NA
10030086,9,7.856884140579783,NA
10030087,6,4.657145917148195,NA
10030088,0,0,NA
10030089,1,0.903010561266723,NA
10030090,8,9.474798712870637,NA
10030091,5,4.689664817117023,NA
10030092,0,0,NA
10030093,0,0,NA
10030094,0,0,NA
10030095,0,0,NA
10030096,0,0,NA
10030097,0,0,NA
10030098,0,0,NA
10040077,0,0,NA
10040078,0,0,NA
10040079,0,0,NA
10040080,0,0,NA
10040081,0,0,NA
10040082,0,0,NA
10040083,0,0,NA
10040084,0,0,NA
10040085,0,0,NA
10040086,0,0,NA
10040087,0,0,NA
10040088,0,0,NA
10040089,0,0,NA
10040090,0,0,NA
10040091,0,0,NA
10040092,0,0,NA
10040093,0,0,NA
10040094,0,0,NA
10040095,0,0,NA
10040096,0,0,NA
10040097,0,0,NA
10040098,0,0,NA
10040099,0,0,NA
10040100,0,0,NA
10040101,0,0,NA
10040102,0,0,NA
10040103,0,0,NA
10040104,0,0,NA
10040105,0,0,NA
10040106,0,0,NA
10040107,0,0,NA
10040108,0,0,NA
10040109,0,0,NA
10040110,0,0,NA
10040111,0,0,NA
10040112,0,0,NA
10040113,0,0,NA
10040114,0,0,NA
10040115,0,0,NA
10040116,0,0,NA
10040117,0,0,NA
10040118,0,0,NA
10040119,0,0,NA
10040120,0,0,NA
10050076,0,0,NA
10050077,0,0,NA
10050078,0,0,NA
10050079,0,0,NA
10050080,0,0,NA
10050081,0,0,NA
10050082,0,0,NA
10050083,0,0,NA
10050084,0,0,NA
10050085,0,0,NA
10050086,0,0,NA
10050087,0,0,NA
10050088,0,0,NA
10050089,0,0,NA
10050090,0,0,NA
10050091,0,0,NA
10050092,0,0,NA
10050093,0,0,NA
10050094,0,0,NA
10050095,0,0,NA
10050096,0,0,NA
10050097,0,0,NA
10050098,0,0,NA
10050099,0,0,NA
10050100,2,2.392899351955963,NA
10050101,0,0,NA
10050102,0,0,NA
10050103,1,1.311902597138087,NA
10050104,0,0,NA
10050105,5,5.432841073054077,NA
10050106,6,8.740645926482895,NA
10050107,4,3.515711024820195,NA
10050108,5,5.011184855312425,NA
10050109,1,0.835237918578333,NA
10050110,0,0,NA
10050111,0,0,NA
10050112,0,0,NA
10050113,0,0,NA
10050114,0,0,NA
10050115,0,0,NA
10050116,0,0,NA
10050117,0,0,NA
10050118,0,0,NA
10050119,0,0,NA
10050120,0,0,NA
10050121,0,0,NA
10050122,0,0,NA
10050123,0,0,NA
10050124,0,0,NA
10050125,0,0,NA
10050126,0,0,NA
10050127,0,0,NA
10050128,0,0,NA
10050129,0,0,NA
10050130,0,0,NA
10050131,0,0,NA
10050132,0,0,NA
10050133,0,0,NA
10050134,0,0,NA
10050135,0,0,NA
10050136,2,2.227606590782466,NA
10050137,2,2.260080878202265,NA
10050138,1,1.011945367599937,NA
10050139,1,1.252542197092557,NA
10050140,0,0,NA
10050141,6,6.212817479981366,NA
10050142,10,13.62581820317931,NA
10050143,7,10.61834561809751,NA
10050144,4,6.874748244028396,NA
10050145,0,0,NA
10050146,0,0,NA
10050147,0,0,NA
10050148,4,5.094431776935338,NA
10050149,1,1.269034447738006,NA
10050150,0,0,NA
10050151,0,0,NA
10050152,0,0,NA
10050153,0,0,NA
10050154,0,0,NA
10060058,6,8.36190113497697,NA
10060059,0,0,NA
10060060,1,1.640006079333402,NA
10060061,1,1.242882376151813,NA
10060062,1,1.230699265356702,NA
10060063,0,0,NA
10060064,7,7.874326603778784,NA
10060065,11,13.55583763383419,NA
10060066,12,16.40116514936696,NA
10060067,6,7.95248409221711,NA
10060068,10,15.63503076760884,NA
10060069,12,15.54126317432461,NA
10060070,9,9.652139151997785,NA
10060071,12,15.47779762885429,NA
10060072,10,12.54890770931792,NA
10060073,9,11.69462666807407,NA
10060074,0,0,NA
10060075,0,0,NA
10060076,0,0,NA
10060077,0,0,NA
10060078,0,0,NA
10060079,0,0,NA
10060080,0,0,NA
10060081,0,0,NA
10060082,0,0,NA
10060083,0,0,NA
10060084,0,0,NA
10060085,0,0,NA
10060086,0,0,NA
10060087,0,0,NA
10060088,11,13.63711399900537,NA
10060089,12,12.43918010557157,NA
10060090,20,28.2969519769648,NA
10060091,36,53.06028539648244,NA
10060092,35,40.87594279648752,NA
10060093,9,7.888394210040033,NA
10060094,0,0,NA
10060095,0,0,NA
10060096,0,0,NA
10060097,0,0,NA
10060098,0,0,NA
10060099,0,0,NA
10060100,0,0,NA
10060101,0,0,NA
10060102,2,1.480908880675953,NA
10060103,1,1.100041320062556,NA
10060104,1,0.8251490281180868,NA
10060105,1,0.7261894269019792,NA
10060106,0,0,NA
10060107,0,0,NA
10060108,0,0,NA
10060109,0,0,NA
10060110,0,0,NA
10060111,0,0,NA
10060112,0,0,NA
10060113,1,1.06188083216201,NA
10060114,1,0.641349150716386,NA
10060115,0,0,NA
10060116,1,0.6072361338415587,NA
10060117,1,0.6906236047910236,NA
10060118,1,0.6443540467221527,NA
10060119,1,1.019894368701189,NA
10060120,0,0,NA
10060121,0,0,NA
10060122,0,0,NA
10060123,0,0,NA
10060124,0,0,NA
10060125,0,0,NA
10060126,0,0,NA
10060127,0,0,NA
10060128,0,0,NA
10070483,0,0,NA
10070484,0,0,NA
10070485,0,0,NA
10070486,0,0,NA
10070487,0,0,NA
10070488,0,0,NA
10070489,0,0,NA
10070490,0,0,NA
10070491,0,0,NA
10070492,0,0,NA
10070493,0,0,NA
10070494,0,0,NA
10070495,0,0,NA
10070496,0,0,NA
10070497,0,0,NA
10070498,0,0,NA
10070499,0,0,NA
10070500,0,0,NA
10070501,0,0,NA
10070502,0,0,NA
10070503,0,0,NA
10070504,0,0,NA
10070505,0,0,NA
10070506,0,0,NA
10070507,0,0,NA
10070508,0,0,NA
10070509,0,0,NA
10070510,0,0,NA
10070511,0,0,NA
10070512,0,0,NA
10070513,0,0,NA
10070514,0,0,NA
10070515,0,0,NA
10070516,0,0,NA
10070517,0,0,NA
10070518,0,0,NA
10070519,0,0,NA
10070520,0,0,NA
10070521,0,0,NA
10070522,0,0,NA
10070523,0,0,NA
10070524,0,0,NA
10070525,0,0,NA
10070526,0,0,NA
10070527,0,0,NA
10070528,0,0,NA
10070529,0,0,NA
10070530,0,0,NA
10070531,2,2.743481197657203,NA
10070532,2,3.143206171043119,NA
10070533,2,1.872630442846998,NA
10070534,1,0.5554537499611134,NA
10070535,0,0,NA
10070536,0,0,NA
10070537,0,0,NA
10070538,0,0,NA
10070539,0,0,NA
10070540,0,0,NA
10070541,0,0,NA
10070542,0,0,NA
10070543,0,0,NA
10070544,0,0,NA
10070545,0,0,NA
10070546,0,0,NA
10070547,0,0,NA
10070548,0,0,NA
10070549,0,0,NA
10070550,0,0,NA
10070551,0,0,NA
10070552,0,0,NA
10070553,0,0,NA
10070554,0,0,NA
10070555,0,0,NA
10070556,0,0,NA
10070557,0,0,NA
10070558,0,0,NA
10070559,0,0,NA
10070560,0,0,NA
10070561,0,0,NA
10070562,0,0,NA
10070563,0,0,NA
10070564,0,0,NA
10070565,0,0,NA
10070566,0,0,NA
10080161,0,0,NA
10080162,0,0,NA
10080163,0,0,NA
10080164,0,0,NA
10080165,0,0,NA
10080166,0,0,NA
10080167,0,0,NA
10080168,0,0,NA
10080169,0,0,NA
10080170,0,0,NA
10080171,0,0,NA
10080172,0,0,NA
10080173,0,0,NA
10080174,0,0,NA
10080175,0,0,NA
10080176,0,0,NA
10080177,0,0,NA
10080178,0,0,NA
10080179,0,0,NA
10080180,0,0,NA
10080181,0,0,NA
10080182,0,0,NA
10080183,0,0,NA
10080184,0,0,NA
10080185,0,0,NA
10080186,0,0,NA
10080187,0,0,NA
10080188,0,0,NA
10080189,1,0.3659179520715992,NA
10080190,0,0,NA
10080191,0,0,NA
10080192,1,0.7086180022756363,NA
10080193,1,0.2881674329765245,NA
10080194,1,0.3646303593988097,NA
10080195,0,0,NA
10080196,0,0,NA
10080197,0,0,NA
10080198,0,0,NA
10080199,0,0,NA
10080200,0,0,NA
10080201,0,0,NA
10080202,0,0,NA
10080203,0,0,NA
10080204,0,0,NA
10080205,0,0,NA
10080206,0,0,NA
10080207,0,0,NA
10080208,0,0,NA
10080209,0,0,NA
10080210,0,0,NA
10080211,0,0,NA
10080212,0,0,NA
10080213,0,0,NA
10080214,0,0,NA
10080215,0,0,NA
10080216,0,0,NA
10080217,0,0,NA
10080218,0,0,NA
10080219,0,0,NA
10080220,0,0,NA
10080221,0,0,NA
10080222,0,0,NA
10080223,0,0,NA
10080224,0,0,NA
10080225,0,0,NA
10080226,0,0,NA
10080227,0,0,NA
10080228,0,0,NA
10080229,0,0,NA
10080230,0,0,NA
10080231,0,0,NA
10080232,0,0,NA
10080233,0,0,NA
10080234,0,0,NA
10080235,0,0,NA
10080236,0,0,NA
10080237,0,0,NA
10080238,0,0,NA
10080239,0,0,NA
10080240,0,0,NA
10080241,0,0,NA
10080242,0,0,NA
10080243,0,0,NA
10080244,0,0,NA
10080245,0,0,NA
10080246,0,0,NA
10080247,0,0,NA
10080248,0,0,NA
10080249,0,0,NA
10080250,0,0,NA
10080251,0,0,NA
